review,sentiment
"to sum the entire film "" 54 "" up in one sentence , it would be : watch a vh1 documentary instead . "" 54 "" , seems like someone brought william faulkner into 1978 , brought him into studio 54 , got him really drunk , told him to write about it , and then dumbed that down to be released to the public . a sloppy version of almost stream of conciousness spirals down into an oblivion of the illusion of sex , drugs , and disco . the narrator , shane o ' shae ( ryan phillippe ) , works as a grease monkey in new jersey who , of course , on a whim decides to go into new york and try to get into studio "" 54 "" . phillippe gives a passable performance which could have been made by any young , attractive actor with a six pack stomach . he is let in by steve rubbell ( mike myers ) , the infamous co - owner of studio 54 , because he is attractive . he eventually becomes a bus boy and then a bartender . . . you expected more , didn ' t you . there isn ' t . the film builds up from nothing and becomes nothing as it ' s climax ( isn ' t that an apt word for studio 54 ) lands with a thud . the glitz of the club and perpetually semi - clothed patrons are used in an to attempt to show the it ' s glamour . for much of its target audience , college age to early thirties , it attempts to show celebrities mixing with "" normal people . "" this even fails since the only two celebs truly introduced are andy warhol and truman capote . you can be sure that half of the audience hasn ' t heard of them , another quarter only know their names , and the other quarter knew they were there already . the humor , if you can call it that , is built on an eighty year old woman getting high and 70s references like john travolta and olivia newton john making us laugh at how stupid we were back then the best performance in the film is given by mike myers as the perpetually high , sexually ambivlaent , very new york steve rubell . he seems to play rubell better than rubell would if he was still alive . he looks like rubell and sounds just like him while giving a subdued , almost nostalgic performance , when needed . it reminds you of his saturday night live character linda richmond on "" coffee talk "" sans dress and wig . the supporting cast of salma hayek , breckin meyer , and neve cambell are their only there to give added subplots which are introduced but lead absolutely nowhere . the romance between phillippe and cambell , as a soap opera star , is completely implausable . the two share about half as much screen time as there are shots of the eighty year old hooked on amphetimenes . hayek ' s wanna - be singer seems extremely forced and her husband , greg ( meyer ) stands in as shane o ' shae ' s surrogate best friend . the subplots seemed forced and seem like they have been added just to make sure the film was over an hour and a half long . overall , "" 54 "" tried to give a view of the brashness of the place where crack flowed like heroin which flowed like wine . the film never leads to anything , has no obserable point , and covers up a lack of real plot with a veil of beautiful people . in truth , that reminded me of the eighies .",neg
""" there will be another , "" the ads for this sequel proclaimed , and why not ? true , brandon lee is dead , but there would be no reason for him to appear in a followup to 1994 ' s the crow , anyway . the idea of spinning artist james o ' barr ' s original comic book series into a sequel franchise revolves around the notion that a different startled soul would come back from the dead in each movie , taking its own righteous vengeance against the world . given that basic framework , the story could move in any number of directions . of course , it doesn ' t . stubbornly , the crow : city of angels backtracks to the beginning of the previous film , when lee ' s eric draven found himself drawn back out of his grave to do a charles bronson on the thugs who tortured him and his girlfriend to death . i remember the first film primarily as a harrowing exercise in brutality . in flashback , we see the most excruciating crimes exacted on eric and his lover , and then we watch in real - time as eric pays each perpetrator back in kind . it ' s loud and repetitive , true , a sadist ' s delight -- but it ' s also horrifying and fascinating . city of angels gives us more of the same , but less skillfully . there ' s an audience guaranteed for a film like this , although bad reviews and poor word - of - mouth will likely ensure that it won ' t be much of a success . in fact , miramax subsidiary dimension films was so fearful of the critical reaction to this picture that reviewers were shut out of advance screenings . ( i ' ve never understood the reasoning behind this tactic , since good notices have never been key to the success of movies like the crow . ) so much for any confidence in the worthiness of their followup . this time , ashe ( french - accented actor vincent perez ) is retrieved from his watery death ( he and his young son were shackled together , shot , and then thrown off a pier ) by the crow who serves as his link between the worlds of the living and the dead . perez might have some screen presence if he ' s given something to do with himself , but here he ' s simply thrown in front of the camera as a pretty face . at first , he ' s shivery and frightened , but he quickly recovers from the shock of his own death and becomes a badass biker from beyond the grave . he ' s befriended by sarah ( mia kirshner ) , presumably an older version of the child who narrated the first film . kirshner , so beguiling in exotica , is here an exquisitely photographed blank . tattooed with angels ' wings , sarah is just about as lovely as women come , but she serves no purpose , not even as seductress . the gang of punks who killed ashe are ostensibly commanded by judah ( richard brooks ) , but a far more interesting choice as leader would have been iggy pop , who plays a gaunt fellow named curve . iggy , all bones , veins , and drawl , is the only one who seems to have shared in the aesthetic of ruin that defines this film . like all good things here , he ' s dispatched too soon and without much imagination . in the meantime , we ' re subjected to tedious glimpses of judah ' s compound , where bondage is the order of the day and hot wax is poured over naked bodies in s & m fantasies that would seem shy of the cutting edge even if they weren ' t distinctly secondhand . even the soundtrack is tired . more than anything i ' ve seen from hollywood lately , city of angels smacks baldly of product -- it ' s a movie with a lousy script but a great look . critics have been quick to fault the direction of mtv veteran tim pope , but his work isn ' t that bad per se . he ' s got a good eye , and some intriguing visual ideas -- if anything , this movie has a few too many scenes of ridiculously striking imagery . his major stylistic failing is that he can ' t seem to direct an action scene , and the quick , nonsensical cutting that ensues is reminiscent of a low budget kung fu movie . but as director , he must also shoulder the blame for the little screenplay that wasn ' t , the performers who couldn ' t , and an apparent lack of ideas on the parts of everyone involved . who bought david s . goyer ' s anemic script , anyway ? the producers of this crow were either too dim to realize their story was doomed to be a hollow rehash , or too cynical to figure their audience would know the difference .",neg
"has it really been two decades since walter matthau coached the bad news bears ? nineteen years and two mighty ducks later , the formula is still going strong . police academy graduate steve guttenberg stars as a small - town deputy sheriff corralled into co - coaching the school ' s hastily formed soccer team . his partner - in - crime is the new british "" exchange teacher "" ( olivia d ' abo ) , a lively lass who has obviously seen dangerous minds and knows that the best way to gain the respect of a disinterested , outer - city audience is to teach them something neat . like soccer . most of the good - natured gags are of the fast - motion variety , such as runaway cows and out - of - control lawnmowers . kids will laugh at the occasional belching bit , while their parents peacefully doze beside them . other than letting a supporting character named newt go unscathed , what ' s missing from the big green is a better integration of music and comedy . instead of a peppy pop score , which would arguably work to better effect , most of the action is set to a bombastic orchestral score that belongs somewhere else . comedy needs music . just watch any old bugs bunny short . the marx brothers knew it . mel brooks knows it . unfortunately , the current trend is to "" overscore . "" lush strings and booming brass in every scene , at every moment . remember the simple strains of bizet ' s "" habanera "" in the original bad news bears ? these days , it ' s usually a bellowing fanfare that threatens to smother every scene in its path . much like adding frosting to already frosted cake . an awfully big adventure ======================== the reteaming of director mike newell and star hugh grant is about as far removed as you can get from the lightsome comedy of four weddings and a funeral . their second collaboration is a downbeat theatrical drama about a young intern ( georgina cates ) struggling to survive in post - w . w . ii liverpool . hugh plays the gay director , an * extremely * unappealing character who may alienate whatever fans are left after the nonsense of nine months . bleak make - up and thick accents conspire to make this a difficult story to settle into . an awful adventure is not without * some * rewards , tho . the peter pan subtext is intriguing . as is the diverse ensemble cast that includes peter firth , alan rickman , and prunella scales . basil ! devil in a blue dress ===================== the comparisons to chinatown are easy enough , except for the fact that this film isn ' t nearly as gripping . writer / director carl franklin ( one false move ) is the force behind this accomplished - but - stiff adaptation of walter mosley ' s crime novel . denzel washington is as sturdy as ever , but he ' s burdened with a miscast supporting cast . tom sizemore and scene - stealer don cheadle are both fine . the problems start with jennifer beales , who never registers as the plot ' s femme fatale . she ' s a pretty face and nothing more . also underweight are maury chaykin and terry kinney . they play opposing mayoral candidates in 1948 los angeles and neither actor commands enough authority to stifle giggles . john huston , we miss you ! fine period detail and a strong sense of humor are a plus . they help to overcome a pace that ' s too polite for mosley ' s jazzy , swingin ' story . steal big , steal little ======================= i can ' t say much about this one . director andrew davis follows the fugitive with a wildly unfunny farce about twin brothers ( andy garcia ) with opposing moral codes . they ' re fighting over their adoptive mother ' s estate , a 40 , 000 - acre ranch worth millions and supporting dozens of migrant farm workers . so many different plots are trying to come together -- feuding brothers , reconciling husbands , loan - shark hired hitmen -- that you have to admire the director ' s ambition . too bad that almost every single person or plot - line is out of sync . that is , with the exception of alan arkin . he ' s the best thing in a movie that -- despite the work of four credited writers -- * still * manages to waste such diverse talents as david odgen stiers , kevin mccarthy , and joe pantolinao . and what the heck does that title mean ?",neg
"after the terminally bleak reservoir dogs and the brutally violent pulp fiction , jackie brown seems like something of a light - hearted departure for quentin tarantino . it ' s more of a ho - hum heist story with characters that speak the tarantino language . luckily , his showcase of actors convert every morsel of possible enjoyment onto the screen , and jackie brown has no trouble entertaining the average viewer . the story introduces us to a street - wise black woman named jackie brown ( pam grier ) , a flight attendant who smuggles money and drugs from one destination to another . she works for a bottom - of - the - barrel airline and receives a minimal salary . but one day , she is picked up by a pair of federal officials ( including michael keaton as the tough - nosed ray nicolet ) , and found with a handsome load of cash and a small bag of smuggled dope . jackie is working for a weapons dealer named ordell ( samuel l . jackson ) , who pays her bail money but suspects her of tipping off the feds about their operation . soon jackie and ordell are plotting a way to smuggle $ 500 , 000 through to them under nicolet ' s nose , with the help of ordell ' s oaf of a partner ( robert de niro ) and drugged - out lady friend ( bridget fonda ) . also entering the picture is a bail - bondsman named max cherry ( robert forster ) , who takes a liking to jackie and agrees at one point to make the situation even more complicated ( how i won ' t say ) . the big drop - off is undoubtedly the high point of jackie brown , in which numerous double - crosses take place and many clothing store bags ( filled with cash ) switch hands . it ' s unfortunate that tarantino takes his sweet time getting there , and doesn ' t offer anything extremely compelling while doing so . there are , as always , amusing exchanges between characters . the funniest repartee is between de niro and fonda , as he becomes annoyed with her constant bickering while making fun of his iq , or lack thereof . the most interesting relationship is between max and jackie . a 56 - year old white bail bondsman and a 44 - year old black flight attendant with believable chemistry ? you ' ve got to commend the acting . jackie brown is a seriously dragged - out exercise enlivened by such fine acting . the film clocks in at a lengthy 2 hours , 35 minutes . tarantino ' s talky style manages to hold your attention heavily , but there are more than a few dramatic lapses and crucial lulls in the storyline . also , fans of the director should be prepared for a lighter side to appear . jackie brown has four major shootings , and two of those take place mostly off - screen , so don ' t be expecting a typical tarantino bloodbath . you can expect frequent foul language , mostly coming way of ordell , who ( much to the dismay of spike lee ) uses the ` n ' word as part of his regular vocabulary . the acting is the glue that holds everything together . grier , making a sudden comeback from her reign in the 1970 ' s , is more than adequate for the title character . in fact , she ' s flat - out great . another comeback comes from former tv star robert forster , who does a grand job as max cherry , and is perfectly cast in doing so . michael keaton makes his presence felt , albeit in small but dignified moments , and de niro is ideal in playing the lug - head who goes over the edge . speaking of that , bridget fonda has relatively little to do as ordell ' s bikini - clad beach babe , and yet she manages to look fairly occupied . there ' s not a single sign of misplaced dialogue or snubbed line throughout the entire movie . which is a life - saver for mr . tarantino . the story barely holds together in the meantime , and we merely get a small tremor whenever there should be a defeaning earthquake . but oh well . jackie brown manages to be an enjoyable detour from quentin tarantino , even if it is lacking the glaring and original bite of his previous work . let ' s just hope that the director hasn ' t gone soft on us .",pos
"in life , eddie murphy and martin lawrence play two young men wrongfully convicted of murder and sentenced to life in prison . after about an hour of watching this movie , you begin to realize how their characters feel . fortunately , for audience members there ' s a chance to escape the nearest exit . this , undoubtedly , is eddie murphy ' s worst movie and that ' s an accomplishment . remember the golden child , harlem nights ? compared to life , they look like citizen kane . life is long , predictable , foul - mouthed and only intermittently funny . its 100 - minute running time feels like 100 years . robert ramsey and matthew stone ' s script basically consist of murphy and lawrence referring to everyone around them as "" motherf . . . s "" or "" n . . . . . s . "" you lose count how many times both those obnoxious , offensive words are used . and if that all it takes to write a script , than any illiterate jackass can sit at a word processor and compose a movie . but , like life , it will probably stink . to be honest , the screening audience surrounding me in the theater yucked it up . but these were the same people who howled at all the flatulence and fat jokes as well . life is as sophisticated as a belch . it ' s crude and stereotypical . years ago , movies stereotypically portrayed blacks subservient , second - class people , good for being only maids and servants . for the most part , the lot of blacks and other racial groups have improved . but a new , more insidious stereotype is creeping into movies . in many recent films , through actors such as murphy and chris tuckers , blacks are presented as fast - talking , conniving , scam artists or hip - hop , gun - crazy , sex - crazed youths . both sets of caricatures are demeaning . and the fault does not rest with the actors . they have to eat , too . it is with the people who write the scripts , the studios who green - light the projects and the audiences who accept these portrayals without protest . life ' s only redeeming virtue is the artistry of makeup legend rick baker who flawlessly ages murphy and lawrence into 90 year olds . otherwise , life is an embarrassment , a blot on the resumes of those associated with it . see it at your own risk .",neg
"whenever writer / director robert altman works in a specific genre , he has the tendency to rewrite it on his own terms . he made the west dirty in "" mccabe and mrs . miller "" ( 1971 ) , he parodied hard - boiled detective stories in "" the long goodbye "" ( 1973 ) , and he transformed a cartoon into flesh and blood with "" popeye "" ( 1980 ) . the same holds true for his most recent film , "" the gingerbread man , "" which reinvents a genre that has developed at an exponential rate over the last five years : the john grisham movie . by the time "" the gingerbread man "" was completed , there was very little evidence that it was ever based on a story by grisham . there ' s no idealist young lawyer ala tom cruise , matthew mcconaughey , chris o ' donnell or matt damon , and it doesn ' t feature a great showdown in a courtroom . instead of being a grand ode to the powers of the legal profession , "" the gingerbread man "" is a rain - soaked , southern gothic noir thriller with wildly eccentric characters , a twisting plot line , black humor , a somewhat bleak ending , and even altman ' s trademark full - frontal female nudity . the central character of the film is rick magruder , who is unlike any of grisham ' s other lawyer heroes . he is older , experienced , and rich ; he drives a cherry - red $ 80 , 000 mercedes that never gets dirty , even in the incessantly pouring rain of savannah , georgia , where the story unfolds . rick is in the midst of an ugly divorce with his wife , leeanne ( famke janssen ) , and he rarely gets to see his two children , jeff ( jesse james ) and libby ( mae whitman ) . a reason is never given for the divorce , but it isn ' t hard to surmise that rick ' s womanizing had a large part in it . whenever he ' s late to pick up the kids on his visitation days , leeanne always assumes it ' s because he ' s been "" screwing around . "" after an office party celebrating another of his court victories ( he hasn ' t lost in eight years ) , rick becomes involved with mallory doss ( embeth davidtz ) , one of the catering waitresses . he drives her home because her car has been stolen , and they end up in bed together . rick finds out that mallory is being terrorized and stalked by her slightly psychotic father , dixon doss ( robert duvall ) , a grungy , stringy , bare - footed old man who leads a commune of other greasy old codgers . it was actually dixon who stole her car that night , and when rick asks why , mallory replies that he always does "" weird "" stuff like that . as another character puts it , dixon is "" a few beers short of six - pack . "" rick ends up convincing mallory to have dixon brought to court and tried for competency . he succeeds with information dug up by clyde pell , a private investigator friend ( robert downey jr . ) , and testimony from mallory ' s begrudging ex - husband , pete randle ( tom berenger ) . dixon is put in a mental hospital , but his commune buddies succeed in breaking him out . from there , the story delves into kidnapping , murder , double - crossing , and even a hurricane that adds an ominous cloud of constant violence to the action . altman ' s cinematographer , changwei gu , gives the film a dark , soaked look . if it isn ' t night - time , at least it ' s raining . gu shoots the interiors , which are almost all dark wood paneling , with a minimum of light . a great deal of the action takes place in the leafy georgia backwoods , which altman uses to create an acute sense of dread and vulnerability . in the city there is danger enough , but when rick has to venture into the woods , you can almost feel him leaving all hope of civilization behind as he literally enters another world . altman has worked in just about every conceivable genre , from westerns to epic dramas to comedies . but , no matter what the genre , he is always sure to give it the altman stamp , which usually consists of all kinds of idiosyncratic quirks and little details that are often missed without repeat viewings . "" the gingerbread man "" is no different , although his style is much more restrained here . however , without those little touches , the film could have easily slumped into a routine action / thriller . a great deal of the credit for the film ' s success can be given to the actors , especially branagh , who rarely works outside of period pieces and his own direction . here , the british actor consistently maintains a serviceable southern drawl , while making an essentially contemptible character interesting and sympathetic . rick is an extremely flawed man , but branaugh brings real humanity to his character . without it , the entire film would fall flat because so much of it is reliant on the audience feeling rick ' s pain and frustration . the supporting actors also put in fine performances , including embeth davidtz , who is probably best known for her heart - breaking role as the jewish maid in "" schindler ' s list "" ( 1993 ) . tom berenger provides some gruff comic relief , and robert duvall spends most of his on - screen time just looking weird . it doesn ' t seem like he does much because he has very little spoken dialogue , but watch him closely during the film ' s one courtroom scene : his entire performance is in his eyes and his body language , and few actors could have pulled it off without being either silly or overbearing . while "" the gingerbread man "" isn ' t in league with altman ' s greatest works like "" nashville "" ( 1975 ) or "" the player "" ( 1992 ) , it is nonetheless a solid piece of genre filmmaking , which may prove a successful vehicle to restart his somewhat lagging career . some critics love to stamp films like this as "" commercial , "" as if altman can only maintain artistic integrity if his films are aimed at a tiny audience and don ' t make money . altman has done something much better : he took what could have been a generic movie , and by investing artistry and effort , he made it into something more .",pos
"in my review of there ' s something about mary , i said something to the effect of "" laughter isn ' t everything . "" i now need to make a brief addendum to my postulate : laughter isn ' t everything , unless i ' m watching a jim abrahams film . see , spoofs are easy with me . i love movies , and i love movies that make fun of movies that i love . sometimes i ' m the only one in the theater laughing . sometimes i laugh so hard that i embarass myself because my laugh is so high - pitched in comparison to my speaking voice ( it cuts right through everyone else ' s laughter ) . sometimes i laugh so much that my cheekbones are sore by the end of the film . abraham ' s latest film , mafia ! , induced this kind of hysteria upon me . it ' s gotten some mediocre reviews , but , hey , i ' m the guy who laughs at everything . there may be a lot of jokes that flop in this film , but there are far more that work , and i laughed so frequently that the failed jokes usually occurred as i was recovering from the previous bout of giddy madness . i enjoy films like this because not one second of it is serious or thought - provoking . most lighweight films that pose as comedies try to do other things , like develop characters , shape stories , and other such nonsense . mafia ! has no pretentions about characters or story , and it exists for no other reason than to make people laugh . the film begins on the perfect high note , with a mockery of the opening of casino . our hero ( jay mohr ) is seen walking from a casino and getting into his car , which subsequently explodes and sends him flying through the air against a backdrop of flowing fire . to describe the story of mafia ! is absurd and pointless , but i will mention that it basically follows the framework of the godfather films , with a lot of casino references inserted throughout . along the way , the parodies seem arbitrary , and rarely victimize mob films : pictures like the english patient , forrest gump , and jaws undergo severe and hilarious bashing . movies like this rely on just a few things , but the most important element is direction . abrahams has been down this path many times before ( hot shots ! , top secret ! , airplane ! , and any other film with an exclamation point in the title ) , and so i hold most of the success of mafia ! to his experience . he takes just the right attitude in each scene , and manages to wring at least a bit laughter out of even the most oddly placed references ( one inexplicable moment seems like it wants to make fun of titanic , but it never develops ) . the actors are all energetic , which helps a lot with the tone of the film . mohr ( suicide kings , paulie ) , who is quickly becoming one of my favorite actors , is so good here . he looks like he ' s having so much fun that he ' s containing his laughter in every scene ( watch his face in the sequence by the swimming pool ) . he ' s probably the only performer in the cast who manages to urge laughter without the help of the material . lloyd bridges does a decent imitation of brando ' s godfather , while pamela gidley is dead - on in a full - blown mockery of sharon stone . the hard thing about writing reviews for comedies is that i ' m supposed to give examples of things and be specific . unfortunately , i was so constantly blindsided by laughter during mafia ! that i can ' t remember a lot of what made me laugh . but that ' s a good sign : mafia ! is so funny that i wasn ' t even given time to apply any of the scenes to memory . i laughed so hard that it shut off my brain . i know that doesn ' t sound particularly complimentary , but when watching a dumb comedy like this , the first thing i want to do is shut off my brain . finally , a film that does this for me .",pos
"written by alex cox , tod davies , terry gilliam and tony grisoni directed by terry gilliam i ' ve always preferred mushrooms to blotter acid . dropping acid is like riding a roller coaster blindfolded ; you have no idea where the peaks and valleys are , no idea when the next terrifying decent will send your stomach into your throat , and no idea how long the ride will last . then there ' s the hard knot in your gut and the clenched teeth that come with ingesting a strychnine - laced dose . mushrooms , on the other hand , offer the psychedelic equivalent of a leisurely ride on a ferris wheel : a steady , reassuring assent , a short period of thrilling motion and color , and then a smooth landing . acid is for daredevils ; mushrooms are for refined seekers of joy . my point is that in fear and loathing in las vegas , director terry gilliam has made an acid movie , when i wish he would have made a mushroom movie . full of shocking sight gags , aggressive images and grotesque comic performances , the film certainly offers something for those fans of hunter s . thompson ' s book who want to experience its twisted pharmacological world - view from the inside out . but for those of us who just want to enjoy a well - made film , gilliam has produced a mixed bag . fear and loathing tells the ostensibly true story of how self - professed "" gonzo "" journalist hunter s . thompson ( johnny depp ) and hispanic activist attorney oscar zeta actosta ( benicio del toro ) , came to las vegas to cover a motorcycle race and found themselves trapped in the middle of a district attorney ' s convention while ingesting every conceivable drug available to a man of means in 1971 . operating under the pseudonyms of "" raoul duke "" and "" dr . gonzo "" , the two men careen into vegas on an acid and mescaline bender , then hole up in a hotel suite to binge on amyl nitrite , cocaine , tequila and a rainbow of multi - colored uppers and downers . they terrorize every one they meet , mostly because every one they meet terrifies them . duke hallucinates giant bats on the way into town , then is attacked by horrifying lizards in the casino lounge . dr . gonzo becomes enamored of a thick - bladed hunting knife and begs duke to throw the tape player into the bathtub with him just as jefferson airplane ' s "" white rabbit "" reaches its climax . and these guys don ' t just trash hotel rooms - they rape them , humiliate them and leave them for dead . that neither of them ends up dead or in jail is testament to blind luck or providence , depending on your point of view . thompson ' s book , besides being a hilarious read , has stood the test of time as an important historical document . it simultaneously exposed the 60 ' s drug culture for the sham that it was and exposed las vegas as the place where the american dream came to die . pontificate all you want about how the film illustrates thompson ' s message , but the truth is that , stripped to its bare essentials , what gilliam has wrought is a drug comedy . it ' s a cheech and chong movie . you ' re there to watch depp and del toro ingest a lot of chemicals and then laugh at the results : see johnny take drugs , see johnny fall down . there ' s nothing wrong with this concept , but gilliam tries too hard . this is a frantic movie - all sweaty close - ups , wide - angle lenses , dutch tilts and other - worldly lighting schemes . there are times when gilliam really does put a convincing representation of an acid trip on the screen . but to what end ? much of the dialogue comes verbatim from thompson ' s book , and there are some priceless comic observations . but you ' re hard pressed to hear or digest them amidst all the jumbled camera work . this brings us to the performances , which strike me as all wrong . depp plays thompson as groucho marks filtered through george c . scott in patton - a gimmicky performance which works against the biting satire of thompson ' s dialogue . in between his several puking scenes , del toro fares better as dr . gonzo , but he also mumbles and sputters so many of his lines that their weight is lost . watching these two made me wish that the movie had been made twenty years ago , with dan akroyd and john belushi as the leads - now that would have been something to see . it ' s interesting to note that alex cox , credited as a co - writer on the screenplay , was originally slated to direct before gilliam took over . as much of a fan as i am of gilliam ' s work , cox would have been the better choice . sid and nancy , cox ' s best work , covered essentially the same subject matter , but cox was able to pull back and allow the characters of sid vicious and nancy spungen to carry the film . gilliam commits the compound sin of over - directing his film while being uncertain of his purpose . what kind of movie was he trying to make , anyway ? it doesn ' t try to be a cautionary tale , and it doesn ' t work as broad comedy . if he had considered more carefully his purpose , the result would have been a much more interesting film . but i don ' t want to be too hard on it . there are some truly funny moments , and if you ' re in a good enough mood you might get a kick out of it . i do , however , recommend watching fear and loathing in las vegas under the influence of your favorite controlled substance - i guarantee it will enhance the effect .",neg
"synopsis : two con artists find the perfect patsy in harry ( woody harrelson ) - - an inept former journalist who trips and bumps his head into a post , tries to slap a girl and gets poked in the eye , has ill - timed fits of coughing , and fails at everything he does . the story is told from harry ' s point of view . harry always carries around a shot of whiskey although he swears he doesn ' t drink . one day harry is approached by the con girl rhea ( elisabeth shue ) , who is similar to harry in that she carries around a cigarette but swears she doesn ' t smoke . seduced , harry agrees to participate in a money - making scheme involving faking the kidnapping of odette ( chloe sevigny ) , the teenage daughter of a rich man . turns out , it ' s all part of a needless , very puzzling , extremely elaborate and convoluted scheme ( it involves hiring special impersonators ) by two cons in order to fool harry , a hero who barely has the intellectual capacity of a wooden post . when the ' kidnapped ' odette is found dead , the clues point to harry as the kidnapper / murderer , and the police are hot on harry ' s trail . harry suddenly realizes he has been framed while others have taken the ransom money . can he get out of this mess ? opinion : palmetto is a long , uninteresting film with all the wrong feel . hero harry is an inept bungler who trips up often and consistently overestimates his own intelligence . this farcical kind of character works best in an entertaining naked gun action comedy or dragnet spoof . but palmetto is played like a dark , serious , detective noir drama , and watching harry ' s bumbling confidence amounts to an irritating distraction . there ' s a lapse in concentration in the middle of the movie as the camera goes wild on breasts , buttocks , short skirts , colored painted nails , and women ' s legs . even when the focus is supposedly on harry and his dilema , you can always notice the side of elizabeth shue ' s breast forming a prominent foreground . towards the end , palmetto re - focuses on plot for the grand finale - - a confusing explanation involving impersonators , with woody harrelson handcuffed and suspended over a tub of acid as he hears the criminals ' confession . if you can imagine ' shemp ' from the three stooges playing the detective hero of an hbo ' lingerie suspense ' thriller , that ' s how out of synch this movie feels .",neg
"in one scene from "" the people vs . larry flynt , "" the hustler magazine publisher appears at a self - staged free speech rally . as graphic photos flash on a huge screen behind him , flynt strides confidently across the stage , delivering a rousing speech over what really constitutes obscenity . the spectacle was reminiscent of the scene in "" patton "" where the general spoke in front of a giant american flag . both scenes were stirring , larger than life , richly entertaining , and felt totally like contrived set pieces for big hollywood movies . overall , that sums up "" the people vs . larry flynt . "" the film is a wildly entertaining hoot which , despite being based on fact , feels like a big , phony hollywood movie . the son of a kentucky moonshiner , flynt ( woody harrelson ) ran away from home and ended up operating strip clubs in cincinnati . there he met althea leasure ( courtney love ) , a bisexual stripper who became his fourth wife and the love of his life . to bolster interest in his clubs , he started a sexually explicit newsletter that grew into hustler magazine . flynt , along with the magazine ' s rag - tag management team , headed by his brother jimmy ( played nicely by woody ' s real - life brother , steak & shake commercial veteran brett harrelson ) , viewed playboy magazine with contempt . they mocked its slick articles and airbrushed photos , striving to keep hustler focused on "" what guys really want , "" explicit photos that would make a gynecologist squirm , and extremely crude humor . the film ' s prime example of hustler ' s attitude is a cartoon depicting characters from the wizard of oz in an orgy , giving the audience an opportunity to giggle at flynt ' s "" naughtiness . "" director milos forman conveniently ignores the magazine ' s frequent attempts to derive humor from child molestation , racism , and endless scatological cartoons . flynt ' s rag labored in well - deserved obscurity until he published nude photos of jacqueline onassis , which brought the magazine international attention , big money and the attention of conservatives . an obscenity bust followed , the first in a long series of battles between flynt and the law . lawyer alan isaacman ( edward norton ) enters the scene , hired by flynt ' s wife . norton , an exceptional actor , is wonderful as the beleaguered lawyer trying to navigate the legal system while dealing with flynt ' s increasingly childish and bizarre behavior . in court , we meet the sputtering conservatives , headed by citizens for decency leader charles keating ( james cromwell . ) as keating blathers about flynt ' s immorality , the camera slowly moves in for a close - up of his name tag , inviting the audience to gloat at the notion of morality being trumpeted by keating , who was later convicted in a $ 2 billion s & l fraud . flynt ' s other prime foe is rev . jerry falwell , who sues over a hustler parody involving him and his mother having sex in an outhouse . tragedy strikes as flynt is shot by a would - be assassin , leaving him paralyzed from the waist down . a dark period follows , as flynt and leasure hole up in an l . a . suite , strung out on pain killers . flynt eventually kicks drugs , but leasure succumbs to addiction , and later , aids . after watch falwell on tv , describing aids as a punishment from god , flynt directs his lawyer to take the falwell case to the supreme court , leading to the film ' s climactic courtroom scene . "" the people vs , larry flynt "" is at its weakest when moralizing on free speech and lionizing flynt . "" if they ' ll protect a scumbag like me , then they ' ll protect all of you , "" declared flynt . he ' s right , of course , but the director forman cheats in portraying the opposition as little more than hypocritical buffoons . he also cheats in casting woody harrelson as flynt . harrelson is an attractive , charismatic man , and his strong performance paints flynt as a colorful folk hero . even a cursory look at the real flynt , who is making the talk show circuit , and plays the judge in an early courtroom scene , shows a bloated , morose and bitter man . an accurate portrayal of flynt would have made a more difficult film to watch , but a richer one . despite its flaws , "" flynt "" is a fast moving , rousing movie with some terrific acting , especially by courtney love , whose vibrant performance will likely garner an oscar nod . the story may be candy - coated , but it ' s still delicious candy .",pos
"synopsis : shrek ( myers ) is an ogre living in contented solitude deep in the heart of a forest , until his home is invaded by fairy tale creatures fleeing the rule of the evil lord farquaad ( john lithgow ) . farquaad agrees to relocate the pests , on the condition that shrek rescues princess fiona ( diaz ) -- whom farquaad desires to wed -- from a far - off castle . grudgingly , shrek sets out , joined in his quest by an unwanted companion , donkey ( murphy ) . review : one memorable aspect of disney ' s "" aladdin "" was that it finally gave robin williams a character -- the genie -- to best take advantage of his comic talents . "" shrek "" does the same for eddie murphy ; ironically , though , murphy ' s ideal vessel turns out to be an ass . all the same , "" shrek "" does represent murphy ' s best comic outing in years , and as donkey he steals all the best lines . for instance , after getting belted with pixie dust while trying to conceal his nature as a magical creature , donkey soars into the air and scoffs , "" now i ' m a flying talking donkey ! "" and despite its many contributors , the script for "" shrek "" is full of such comic gems . myers is delightful in more of a straight man role , and lithgow also gets some great moments ( watch for a hilarious repartee with the gingerbread man ) . "" shrek "" takes great pleasure in lampooning fairy tales and nursery rhymes of all sorts , and reserves a few delightful knocks at disney in the bargain . things do go somewhat astray during the film ' s middle segment , which concentrates too much on the main characters at the expense of some of the terrific fairy tale satire which is the movie ' s greatest strength . but even then , one can always sit back and enjoy the beautiful computer animation , whose remarkable use here represents yet another dazzling leap forward for the technology .",pos
